Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM,ClassName
.,com.amazonaws.services.s3.model.inventory,InventoryDestination,2.0,1.0,2.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.inventory.InventoryDestination
.,com.amazonaws.services.s3.model.replication,ReplicationTagPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.replication.ReplicationTagPredicate
.,com.amazonaws.services.s3.model.inventory,InventoryPrefixPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.inventory.InventoryPrefixPredicate
.,com.amazonaws.services.s3.model.intelligenttiering,IntelligentTieringTagPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.intelligenttiering.IntelligentTieringTagPredicate
.,com.amazonaws.services.s3.model.analytics,AnalyticsPrefixPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.analytics.AnalyticsPrefixPredicate
.,com.amazonaws.services.s3.model.lifecycle,LifecyclePrefixPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.lifecycle.LifecyclePrefixPredicate
.,com.amazonaws.services.s3.transfer,PauseResult,2.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.transfer.PauseResult
.,com.amazonaws.services.s3.model.replication,ReplicationPrefixPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.replication.ReplicationPrefixPredicate
.,com.amazonaws.services.s3.model.metrics,MetricsPrefixPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.metrics.MetricsPrefixPredicate
.,com.amazonaws.services.s3.model.lifecycle,LifecycleObjectSizeGreaterThanPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.lifecycle.LifecycleObjectSizeGreaterThanPredicate
.,com.amazonaws.services.s3.transfer.exception,PauseException,2.0,1.0,2.0,2.0,1.0,0.6666666666666666,com.amazonaws.services.s3.transfer.exception.PauseException
.,com.amazonaws.services.s3.model.analytics,AnalyticsTagPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.analytics.AnalyticsTagPredicate
.,com.amazonaws.services.s3.internal,CompleteMultipartUploadRetryCondition,2.0,1.0,2.0,2.0,0.6666666666666666,0.6666666666666666,com.amazonaws.services.s3.internal.CompleteMultipartUploadRetryCondition
.,com.amazonaws.services.s3.model,KeyVersion,2.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.KeyVersion
.,com.amazonaws.services.s3.transfer.internal,MultipleFileTransfer,2.0,1.0,2.0,1.0,0.75,0.0,com.amazonaws.services.s3.transfer.internal.MultipleFileTransfer
.,com.amazonaws.services.s3.transfer.internal,DownloadMonitor,2.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.transfer.internal.DownloadMonitor
.,com.amazonaws.services.s3.transfer.internal,UploadPartRequestFactory,2.0,0.0,1.0,1.0,0.6944444444444443,0.0,com.amazonaws.services.s3.transfer.internal.UploadPartRequestFactory
.,com.amazonaws.services.s3.model.metrics,MetricsTagPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.metrics.MetricsTagPredicate
.,com.amazonaws.services.s3.model.lifecycle,LifecycleObjectSizeLessThanPredicate,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.lifecycle.LifecycleObjectSizeLessThanPredicate
.,com.amazonaws.services.s3.internal.crypto.v1,MultipartUploadCbcContext,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.internal.crypto.v1.MultipartUploadCbcContext
.,com.amazonaws.services.s3.model.transform,ListBucketHandler,2.0,0.0,1.0,1.0,0.6666666666666666,0.0,com.amazonaws.services.s3.model.transform.ListBucketHandler
.,com.amazonaws.services.s3.model.transform,BucketLoggingConfigurationHandler,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.transform.BucketLoggingConfigurationHandler
.,com.amazonaws.services.s3.model.transform,InitiateMultipartUploadHandler,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.transform.InitiateMultipartUploadHandler
.,com.amazonaws.services.s3.model.transform,BucketVersioningConfigurationHandler,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.transform.BucketVersioningConfigurationHandler
.,com.amazonaws.services.s3.model,SetObjectRetentionResult,2.0,1.0,2.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.SetObjectRetentionResult
.,com.amazonaws.services.s3.model.transform,GetObjectRetentionResponseHandler,2.0,1.0,2.0,2.0,0.75,0.6666666666666666,com.amazonaws.services.s3.model.transform.GetObjectRetentionResponseHandler
.,com.amazonaws.services.s3.model,SetObjectLockConfigurationResult,2.0,1.0,2.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.SetObjectLockConfigurationResult
.,com.amazonaws.services.s3.internal.crypto.keywrap,CipherProvider,2.0,0.0,1.0,1.0,0.3,0.0,com.amazonaws.services.s3.internal.crypto.keywrap.CipherProvider
.,com.amazonaws.services.s3.model.transform,ListVersionsHandler,2.0,0.0,1.0,1.0,0.6,0.0,com.amazonaws.services.s3.model.transform.ListVersionsHandler
.,com.amazonaws.services.s3.model,SetObjectLegalHoldResult,2.0,1.0,2.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.SetObjectLegalHoldResult
.,com.amazonaws.services.s3.model.transform,RequestPaymentConfigurationHandler,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.transform.RequestPaymentConfigurationHandler
.,com.amazonaws.services.s3.model.transform,ListObjectsV2Handler,2.0,0.0,1.0,1.0,0.6666666666666666,0.0,com.amazonaws.services.s3.model.transform.ListObjectsV2Handler
.,com.amazonaws.services.s3.model.transform,BucketLocationHandler,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.transform.BucketLocationHandler
.,com.amazonaws.services.s3.model.transform,BucketAccelerateConfigurationHandler,2.0,1.0,2.0,2.0,0.5,0.6666666666666666,com.amazonaws.services.s3.model.transform.BucketAccelerateConfigurationHandler
.,com.amazonaws.services.s3.model.transform,ListAllMyBucketsHandler,2.0,0.0,2.0,2.0,0.7083333333333334,0.0,com.amazonaws.services.s3.model.transform.ListAllMyBucketsHandler
.,com.amazonaws.services.s3.model.transform,GetObjectLegalHoldResponseHandler,2.0,1.0,2.0,2.0,0.75,0.6666666666666666,com.amazonaws.services.s3.model.transform.GetObjectLegalHoldResponseHandler
.,com.amazonaws.services.s3.internal,S3QueryStringSigner,2.0,1.0,2.0,1.0,0.5,0.0,com.amazonaws.services.s3.internal.S3QueryStringSigner
.,com.amazonaws.services.s3.model.transform,GetBucketIntelligentTieringConfigurationHandler,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,com.amazonaws.services.s3.model.transform.GetBucketIntelligentTieringConfigurationHandler
.,com.amazonaws.services.s3,S3Resource,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.S3Resource
.,com.amazonaws.services.s3.model,CloudFunctionConfiguration,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,com.amazonaws.services.s3.model.CloudFunctionConfiguration
.,com.amazonaws.services.s3.model.transform,BucketTaggingConfigurationHandler,1.0,0.0,1.0,1.0,0.75,0.0,com.amazonaws.services.s3.model.transform.BucketTaggingConfigurationHandler
.,com.amazonaws.services.s3.model.transform,GetObjectLockConfigurationResponseHandler,1.0,0.0,1.0,1.0,0.625,0.0,com.amazonaws.services.s3.model.transform.GetObjectLockConfigurationResponseHandler
.,com.amazonaws.services.s3.model.transform,BucketReplicationConfigurationHandler,1.0,0.0,1.0,1.0,0.6808510638297872,0.0,com.amazonaws.services.s3.model.transform.BucketReplicationConfigurationHandler
.,com.amazonaws.services.s3,AmazonS3ClientParams,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.AmazonS3ClientParams
.,com.amazonaws.services.s3.model.transform,GetObjectTaggingHandler,1.0,0.0,1.0,1.0,0.75,0.0,com.amazonaws.services.s3.model.transform.GetObjectTaggingHandler
.,com.amazonaws.services.s3.transfer.internal,TransferMonitor,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.transfer.internal.TransferMonitor
.,com.amazonaws.services.s3.transfer.internal,S3ProgressListenerChain,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.transfer.internal.S3ProgressListenerChain
.,com.amazonaws.services.s3.model.replication,ReplicationAndOperator,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.model.replication.ReplicationAndOperator
.,com.amazonaws.services.s3.model,Grant,1.0,0.0,1.0,1.0,0.2,0.0,com.amazonaws.services.s3.model.Grant
.,com.amazonaws.services.s3.model.transform,ListMultipartUploadsHandler,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.transform.ListMultipartUploadsHandler
.,com.amazonaws.services.s3.internal,Constants,1.0,0.0,2.0,2.0,1.8695652173913044,0.0,com.amazonaws.services.s3.internal.Constants
.,com.amazonaws.services.s3.model.transform,ListBucketInventoryConfigurationsHandler,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.transform.ListBucketInventoryConfigurationsHandler
.,com.amazonaws.services.s3.model.transform,GetBucketInventoryConfigurationHandler,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,com.amazonaws.services.s3.model.transform.GetBucketInventoryConfigurationHandler
.,com.amazonaws.services.s3.model.transform,ListBucketIntelligentTieringConfigurationHandler,1.0,0.0,1.0,1.0,0.6428571428571429,0.0,com.amazonaws.services.s3.model.transform.ListBucketIntelligentTieringConfigurationHandler
.,com.amazonaws.services.s3.internal.crypto.keywrap,Builder,1.0,1.0,2.0,2.0,1.0,1.0,com.amazonaws.services.s3.internal.crypto.keywrap.Builder
.,com.amazonaws.services.s3.model.intelligenttiering,IntelligentTieringAndOperator,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.model.intelligenttiering.IntelligentTieringAndOperator
.,com.amazonaws.services.s3.model.transform,DeleteObjectsHandler,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.transform.DeleteObjectsHandler
.,com.amazonaws.services.s3.internal.crypto,AesGcm,1.0,0.0,2.0,2.0,1.0,1.0,com.amazonaws.services.s3.internal.crypto.AesGcm
.,com.amazonaws.services.s3,AmazonS3ClientParamsWrapper,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.AmazonS3ClientParamsWrapper
.,com.amazonaws.services.s3.model.transform,BucketLifecycleConfigurationHandler,1.0,0.0,1.0,1.0,0.6,0.0,com.amazonaws.services.s3.model.transform.BucketLifecycleConfigurationHandler
.,com.amazonaws.services.s3.model.metrics,MetricsAndOperator,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.model.metrics.MetricsAndOperator
.,com.amazonaws.services.s3.model.transform,GetBucketMetricsConfigurationHandler,1.0,0.0,1.0,1.0,0.7,0.0,com.amazonaws.services.s3.model.transform.GetBucketMetricsConfigurationHandler
.,com.amazonaws.services.s3.model.transform,ObjectLockRetentionXmlFactory,1.0,0.0,2.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ObjectLockRetentionXmlFactory
.,com.amazonaws.services.s3.model.transform,ListBucketMetricsConfigurationsHandler,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,com.amazonaws.services.s3.model.transform.ListBucketMetricsConfigurationsHandler
.,com.amazonaws.services.s3.model.lifecycle,LifecycleAndOperator,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.model.lifecycle.LifecycleAndOperator
.,com.amazonaws.services.s3.transfer.internal,CopyImpl,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.transfer.internal.CopyImpl
.,com.amazonaws.services.s3.model.transform,GetBucketAnalyticsConfigurationHandler,1.0,0.0,1.0,1.0,0.6111111111111112,0.0,com.amazonaws.services.s3.model.transform.GetBucketAnalyticsConfigurationHandler
.,com.amazonaws.services.s3.model.transform,ListBucketAnalyticsConfigurationHandler,1.0,0.0,1.0,1.0,0.6,0.0,com.amazonaws.services.s3.model.transform.ListBucketAnalyticsConfigurationHandler
.,com.amazonaws.services.s3.model.transform,BucketCrossOriginConfigurationHandler,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.transform.BucketCrossOriginConfigurationHandler
.,com.amazonaws.services.s3.event,ResponseElementsEntity,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.event.ResponseElementsEntity
.,com.amazonaws.services.s3.internal,S3RequesterChargedResult,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.internal.S3RequesterChargedResult
.,com.amazonaws.services.s3.internal,RetryableS3DownloadTask,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.internal.RetryableS3DownloadTask
.,com.amazonaws.services.s3.model,WriteGetObjectResponseResult,1.0,0.0,2.0,2.0,2.0,1.0,com.amazonaws.services.s3.model.WriteGetObjectResponseResult
.,com.amazonaws.services.s3.internal.eventstreaming,Checksums,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.internal.eventstreaming.Checksums
.,com.amazonaws.services.s3.model.analytics,AnalyticsAndOperator,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.model.analytics.AnalyticsAndOperator
.,com.amazonaws.services.s3.internal,S3VersionResult,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.internal.S3VersionResult
.,com.amazonaws.services.s3.internal.crypto,CryptoUtils,1.0,0.0,2.0,2.0,1.0,1.0,com.amazonaws.services.s3.internal.crypto.CryptoUtils
.,com.amazonaws.services.s3.transfer,KeyFilter,1.0,0.0,3.0,3.0,2.0,-1.0,com.amazonaws.services.s3.transfer.KeyFilter
.,com.amazonaws.services.s3.model,KMSEncryptionMaterialsProvider,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.model.KMSEncryptionMaterialsProvider
.,com.amazonaws.services.s3.internal,RestUtils,1.0,0.0,2.0,2.0,1.0,1.0,com.amazonaws.services.s3.internal.RestUtils
.,com.amazonaws.services.s3,AmazonS3EncryptionV2,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.AmazonS3EncryptionV2
.,com.amazonaws.services.s3.event,RestoreEventDataEntity,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.event.RestoreEventDataEntity
.,com.amazonaws.services.s3.internal,XmlWriterUtils,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.internal.XmlWriterUtils
.,com.amazonaws.services.s3.internal,S3RestoreOutputPathResult,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.internal.S3RestoreOutputPathResult
.,com.amazonaws.services.s3.internal.crypto,RsaEcbOaepWithSHA256AndMGF1Padding,1.0,0.0,2.0,1.0,1.0,0.0,com.amazonaws.services.s3.internal.crypto.RsaEcbOaepWithSHA256AndMGF1Padding
.,com.amazonaws.services.s3,AbstractAmazonS3EncryptionV2,1.0,0.0,2.0,2.0,0.0,1.0,com.amazonaws.services.s3.AbstractAmazonS3EncryptionV2
.,com.amazonaws.services.s3.model.transform,MultiObjectDeleteXmlFactory,1.0,0.0,2.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.MultiObjectDeleteXmlFactory
.,com.amazonaws.services.s3.transfer.internal,CompleteMultipartCopy,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.transfer.internal.CompleteMultipartCopy
.,com.amazonaws.services.s3.model.transform,BucketWebsiteConfigurationHandler,1.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.transform.BucketWebsiteConfigurationHandler
.,com.amazonaws.services.s3.internal,S3XmlResponseHandler,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,com.amazonaws.services.s3.internal.S3XmlResponseHandler
.,com.amazonaws.services.s3.internal.crypto.keywrap,KeyWrapper,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.internal.crypto.keywrap.KeyWrapper
.,com.amazonaws.services.s3.internal.crypto.keywrap,KeyWrapperProvider,1.0,0.0,2.0,2.0,0.0,-1.0,com.amazonaws.services.s3.internal.crypto.keywrap.KeyWrapperProvider
.,com.amazonaws.services.s3.model.transform,DeleteBucketAnalyticsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteBucketAnalyticsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,BucketCrossOriginConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.BucketCrossOriginConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,DeleteObjectsResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteObjectsResultUnmarshaller
.,com.amazonaws.services.s3.model.transform,ListBucketAnalyticsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ListBucketAnalyticsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,BucketLifecycleConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.BucketLifecycleConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,ListBucketInventoryConfigurationsUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ListBucketInventoryConfigurationsUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetBucketAnalyticsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetBucketAnalyticsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetBucketAnalyticsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetBucketAnalyticsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetBucketMetricsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetBucketMetricsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetBucketInventoryConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetBucketInventoryConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetBucketIntelligentTieringConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetBucketIntelligentTieringConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,DeleteBucketMetricsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteBucketMetricsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetObjectTaggingResponseUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetObjectTaggingResponseUnmarshaller
.,com.amazonaws.services.s3.model.transform,ListBucketMetricsConfigurationsUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ListBucketMetricsConfigurationsUnmarshaller
.,com.amazonaws.services.s3.model.transform,ListPartsResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ListPartsResultUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetBucketMetricsConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetBucketMetricsConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,DeleteBucketOwnershipControlsUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteBucketOwnershipControlsUnmarshaller
.,com.amazonaws.services.s3.model.transform,DeleteBucketIntelligenTieringConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteBucketIntelligenTieringConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetBucketIntelligenTieringConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetBucketIntelligenTieringConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetObjectTaggingResponseUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetObjectTaggingResponseUnmarshaller
.,com.amazonaws.services.s3.model.transform,ListMultipartUploadsResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ListMultipartUploadsResultUnmarshaller
.,com.amazonaws.services.s3.model.transform,ListBucketIntelligenTieringConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ListBucketIntelligenTieringConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,RequestPaymentConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.RequestPaymentConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,DeleteObjectTaggingResponseUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteObjectTaggingResponseUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetBucketOwnershipControlsUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetBucketOwnershipControlsUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetBucketOwnershipControlsUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetBucketOwnershipControlsUnmarshaller
.,com.amazonaws.services.s3.model.analytics,StorageClassAnalysis,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.analytics.StorageClassAnalysis
.,com.amazonaws.services.s3.model.transform,DeleteBucketInventoryConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.DeleteBucketInventoryConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,ProgressEventUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ProgressEventUnmarshaller
.,com.amazonaws.services.s3.model.transform,ContinuationEventUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ContinuationEventUnmarshaller
.,com.amazonaws.services.s3.model.transform,EndEventUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.EndEventUnmarshaller
.,com.amazonaws.services.s3.model.analytics,AnalyticsNAryOperator,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.analytics.AnalyticsNAryOperator
.,com.amazonaws.services.s3.model.analytics,AnalyticsFilterPredicate,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.analytics.AnalyticsFilterPredicate
.,com.amazonaws.services.s3.model.analytics,AnalyticsExportDestination,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.analytics.AnalyticsExportDestination
.,com.amazonaws.services.s3.model.transform,UnknownEventUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.UnknownEventUnmarshaller
.,com.amazonaws.services.s3.model.transform,XmlIntelligentTieringPredicateVisitor,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.transform.XmlIntelligentTieringPredicateVisitor
.,com.amazonaws.services.s3.model.transform,AccessControlListHandler,0.0,0.0,1.0,1.0,0.5,0.0,com.amazonaws.services.s3.model.transform.AccessControlListHandler
.,com.amazonaws.services.s3.model.transform,ReplicationPredicateVisitorImpl,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.transform.ReplicationPredicateVisitorImpl
.,com.amazonaws.services.s3.model.transform,RequestPaymentConfigurationXmlFactory,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.RequestPaymentConfigurationXmlFactory
.,com.amazonaws.services.s3.model.transform,LifecyclePredicateVisitorImpl,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.transform.LifecyclePredicateVisitorImpl
.,com.amazonaws.services.s3.model.transform,GetBucketOwnershipControlsHandler,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.transform.GetBucketOwnershipControlsHandler
.,com.amazonaws.services.s3.model.transform,CompleteMultipartUploadResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.CompleteMultipartUploadResultUnmarshaller
.,com.amazonaws.services.s3.model.transform,AnalyticsPredicateVisitorImpl,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.transform.AnalyticsPredicateVisitorImpl
.,com.amazonaws.services.s3.model.transform,HeadBucketResultHandler,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.HeadBucketResultHandler
.,com.amazonaws.services.s3.model.transform,ObjectTaggingXmlFactory,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.ObjectTaggingXmlFactory
.,com.amazonaws.services.s3.model.transform,MetricsPredicateVisitorImpl,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.model.transform.MetricsPredicateVisitorImpl
.,com.amazonaws.services.s3.request,S3HandlerContextKeys,0.0,0.0,0.0,0.0,0.0,-1.0,com.amazonaws.services.s3.request.S3HandlerContextKeys
.,com.amazonaws.services.s3.model.transform,StatsEventUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.StatsEventUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetBucketInventoryConfigurationUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetBucketInventoryConfigurationUnmarshaller
.,com.amazonaws.services.s3.model.transform,RecordsEventUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.RecordsEventUnmarshaller
.,com.amazonaws.services.s3.model.transform,RestoreObjectResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.RestoreObjectResultUnmarshaller
.,com.amazonaws.services.s3.model.transform,GetObjectLegalHoldResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.GetObjectLegalHoldResultUnmarshaller
.,com.amazonaws.services.s3.event,TransitionEventDataEntity,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.event.TransitionEventDataEntity
.,com.amazonaws.services.s3.model.transform,SetObjectLockConfigurationResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetObjectLockConfigurationResultUnmarshaller
.,com.amazonaws.services.s3.model.transform,SetObjectLegalHoldResultUnmarshaller,0.0,0.0,1.0,1.0,0.0,0.0,com.amazonaws.services.s3.model.transform.SetObjectLegalHoldResultUnmarshaller
.,com.amazonaws.services.s3.event,IntelligentTieringEventDataEntity,0.0,0.0,1.0,1.0,-0.0,0.0,com.amazonaws.services.s3.event.IntelligentTieringEventDataEntity
